"操作日(年)","操作日(月)","操作日(日)","操作時刻(時)","操作時刻(分)","操作時刻(秒)","取引順番号","摘要","お支払金額","お預り金額","残高","メモ"
"2025","11","28","4","34","22","0000802","振込手数料","145","","1127449",""
"2025","11","28","4","34","24","0000901","振込 カブシキガイシヤ　フラバ－ダイニング","296683","","830766",""
"2025","11","28","4","34","24","0000902","振込手数料","145","","830621",""
"2025","11","28","4","34","29","0001001","振込 カ）ウゴ－ク","33000","","797621",""
"2025","11","28","4","34","29","0001002","振込手数料","145","","797476",""
"2025","11","28","4","34","29","0001101","振込 （カ）チヨウシスギノ　オダキ　マサヒコ","13640","","783836",""
"2025","11","28","4","34","29","0001102","振込手数料","145","","783691",""
"2025","11","28","4","34","29","0001201","振込 カ）フジモトシヨウカイホンテン","22660","","761031",""
"2025","11","28","4","34","29","0001202","振込手数料","145","","760886",""
"2025","11","28","10","30","59","0001301","振込 ユ）アサヒフドウサン","145000","","615886",""
"2025","11","28","10","30","59","0001302","振込手数料","145","","615741",""
"2025","11","28","10","32","56","0001401","振込 ド）シ－シ－エムオ－コンサルテイング","66000","","549741",""
"2025","11","28","10","32","56","0001402","振込手数料","145","","549596",""
"2025","11","28","10","34","40","0001501","振込 ツジ　リヨウタロウ","54000","","495596",""
"2025","11","28","10","34","40","0001502","振込手数料","145","","495451",""
"2025","11","28","10","35","52","0001601","振込 カ）イ－ド","14300","","481151",""
"2025","11","28","10","35","52","0001602","振込手数料","145","","481006",""
"2025","11","28","10","37","17","0001701","振込 エン（カ","110000","","371006",""
"2025","11","28","10","37","17","0001702","振込手数料","145","","370861",""
"2025","11","28","10","38","25","0001801","振込 カ）コンペイトウ","4500","","366361",""
"2025","11","28","10","38","25","0001802","振込手数料","145","","366216",""
"2025","11","28","10","39","29","0001901","振込 カ）ピカピカ","50000","","316216",""
"2025","11","28","10","39","29","0001902","振込手数料","145","","316071",""
"2025","11","28","10","44","37","0002001","振込 カトリミニバスレンメイ　ダイヒヨウ　ツジウチ　マサアキ","10000","","306071",""
"2025","11","28","10","44","37","0002002","振込手数料","145","","305926",""
"2025","11","28","10","51","46","0002101","振込 （ユ）シイナカンキヨウセイビ　シイナ　シユウイチ","242000","","63926",""
"2025","11","28","10","51","46","0002102","振込手数料","145","","63781",""
"2025","12","1","0","15","20","0000101","決算お利息 11月分","","48","63829",""
"2025","12","1","9","3","33","0000201","ＰＡＹＰＡＹ","","523954","587783",""
"2025","12","9","11","39","4","0000101","振込 プロスタイル（カ）イイダ　サカエ","","2300000","2887783",""
"2025","12","10","4","31","42","0000101","振込 マツシタ　タケオ","59400","","2828383",""
"2025","12","10","4","31","42","0000102","振込手数料","145","","2828238",""
"2025","12","10","4","31","42","0000201","振込 カ）テイ－マツプ","110000","","2718238",""
"2025","12","10","4","31","42","0000202","振込手数料","145","","2718093",""
"2025","12","10","4","31","42","0000301","振込 サカモト　アキヒコ","91300","","2626793",""
"2025","12","10","4","31","42","0000302","振込手数料","145","","2626648",""
"2025","12","10","4","31","42","0000401","振込 （カ）オニオンシンブンシヤ　ヤマモト　ヒロシ","24750","","2601898",""
"2025","12","10","4","31","42","0000402","振込手数料","145","","2601753",""
"2025","12","10","4","31","42","0000501","振込 カ）ケミカル　テクノロジ－","47190","","2554563",""
"2025","12","10","4","31","42","0000502","振込手数料","145","","2554418",""
"2025","12","10","4","31","42","0000601","振込 （カ）スギヤマ　スギヤマ　ヨシタネ","20870","","2533548",""
"2025","12","10","4","31","42","0000602","振込手数料","145","","2533403",""
"2025","12","10","4","31","42","0000701","振込 カ）ニツセ－デリカ","8063","","2525340",""
"2025","12","10","4","31","42","0000702","振込手数料","145","","2525195",""
"2025","12","10","4","31","42","0000801","振込 （カ）ビ－エム　カシワクラ　ダイスケ","259144","","2266051",""
"2025","12","10","4","31","42","0000802","振込手数料","145","","2265906",""
"2025","12","10","4","31","42","0000901","振込 （カ）プロエンジニア　タケモト　フミヒコ","195536","","2070370",""
"2025","12","10","4","31","42","0000902","振込手数料","145","","2070225",""
"2025","12","10","4","31","42","0001001","振込 コバヤシ　トモカズ","258500","","1811725",""
"2025","12","10","4","31","42","0001002","振込手数料","145","","1811580",""
"2025","12","10","4","31","42","0001101","振込 カブシキガイシヤ　コウトウビセイブツケンキユウジヨ","1980","","1809600",""
"2025","12","10","4","31","42","0001102","振込手数料","145","","1809455",""
"2025","12","10","4","31","42","0001201","振込 タカツカ　マコト","11000","","1798455",""
"2025","12","10","4","31","42","0001202","振込手数料","145","","1798310",""
"2025","12","10","4","31","42","0001301","振込 ド）ジヨイント","5320","","1792990",""
"2025","12","10","4","31","42","0001302","振込手数料","145","","1792845",""
"2025","12","10","4","31","42","0001401","振込 ニシオレントオ－ル　（カ","144496","","1648349",""
"2025","12","10","4","31","42","0001402","振込手数料","145","","1648204",""
"2025","12","10","4","31","42","0001501","振込 トクエイジドウシヤハンバイ　ダイヒヨウ","89023","","1559181",""
"2025","12","10","4","31","42","0001502","振込手数料","145","","1559036",""
"2025","12","10","4","31","42","0001601","振込 ニホンビルメンケイエイヒンシツキヨウギカイ","20000","","1539036",""
"2025","12","10","4","31","42","0001602","振込手数料","145","","1538891",""
"2025","12","10","4","31","42","0001701","振込 ニホンハトタイサクセンタ－　（カ","552200","","986691",""
"2025","12","10","4","31","42","0001702","振込手数料","145","","986546",""
"2025","12","10","4","31","42","0001801","振込 カ）クリ－ズコネクト","62150","","924396",""
"2025","12","10","4","31","42","0001802","振込手数料","145","","924251",""
"2025","12","10","4","31","42","0001901","振込 カ）ダスキンツチウラ","37774","","886477",""
"2025","12","10","4","31","42","0001902","振込手数料","145","","886332",""
"2025","12","10","4","31","42","0002001","振込 マルゼンエコア－ス（ユ","12375","","873957",""
"2025","12","10","4","31","42","0002002","振込手数料","145","","873812",""
"2025","12","10","4","31","42","0002101","振込 コウノ　リユウジ","300000","","573812",""
"2025","12","10","4","31","42","0002102","振込手数料","145","","573667",""
"2025","12","10","4","31","50","0002201","振込 ヒラノ　タカシ","19000","","554667",""
"2025","12","10","4","31","50","0002202","振込手数料","145","","554522",""
"2025","12","10","11","33","34","0002301","振込 カ）スポツト","107800","","446722",""
"2025","12","10","11","33","34","0002302","振込手数料","145","","446577",""
"2025","12","12","12","56","7","0000101","セブンATM出金","210000","","236577",""
"2025","12","15","12","30","13","0000101","振込 オザワ　ジユン","17820","","218757",""
"2025","12","15","12","30","13","0000102","振込手数料","145","","218612",""
"2025","12","26","11","39","24","0000101","振込 プロスタイル（カ）イイダ　サカエ","","3500000","3718612",""
"2025","12","26","11","48","34","0000201","振込 ユ）アサヒフドウサン","145000","","3573612",""
"2025","12","26","11","48","34","0000202","振込手数料","145","","3573467",""
"2025","12","26","11","49","52","0000301","振込 ド）シ－シ－エムオ－コンサルテイング","66000","","3507467",""
"2025","12","26","11","49","52","0000302","振込手数料","145","","3507322",""
"2025","12","26","11","50","40","0000401","振込 ツジ　リヨウタロウ","54000","","3453322",""
"2025","12","26","11","50","40","0000402","振込手数料","145","","3453177",""
"2025","12","26","11","51","51","0000501","振込 カ）コンペイトウ","5200","","3447977",""
"2025","12","26","11","51","51","0000502","振込手数料","145","","3447832",""
"2025","12","26","11","53","49","0000601","振込 ゴルフフロンテイアミツヨシユウキ","25000","","3422832",""
"2025","12","26","11","53","49","0000602","振込手数料","145","","3422687",""
"2025","12","26","11","56","12","0000701","振込 カ）ピカピカ","50000","","3372687",""
"2025","12","26","11","56","12","0000702","振込手数料","145","","3372542",""
"2025","12","26","11","58","10","0000801","振込 カシマシヨクヒン（カ","276840","","3095702",""
"2025","12","26","11","58","10","0000802","振込手数料","145","","3095557",""
"2025","12","26","12","0","40","0000901","振込 カ）カクタ","330000","","2765557",""
"2025","12","26","12","0","40","0000902","振込手数料","145","","2765412",""
"2025","12","26","12","3","31","0001001","振込 ユ）エ－エルホ－ム","29700","","2735712",""
"2025","12","26","12","3","31","0001002","振込手数料","145","","2735567",""
"2025","12","26","12","4","59","0001101","振込 カ）カシマアントラ－ズエフシ－","935000","","1800567",""
"2025","12","26","12","4","59","0001102","振込手数料","145","","1800422",""
"2025","12","26","12","5","35","0001201","振込 カ）ウゴ－ク","33000","","1767422",""
"2025","12","26","12","5","35","0001202","振込手数料","145","","1767277",""
"2025","12","26","12","11","34","0001301","振込 （カ）チヨウシスギノ　オダキ　マサヒコ","23100","","1744177",""
"2025","12","26","12","11","34","0001302","振込手数料","145","","1744032",""
"2025","12","26","12","13","28","0001401","振込 カ）フジモトシヨウカイホンテン","16060","","1727972",""
"2025","12","26","12","13","28","0001402","振込手数料","145","","1727827",""
"2025","12","26","12","17","54","0001501","振込 （カ）ハナマル　ホリイ　トシカツ","30000","","1697827",""
"2025","12","26","12","17","54","0001502","振込手数料","145","","1697682",""
"2025","12","26","12","19","23","0001601","振込 エムイ－ジ－　デザイン　オフイス　ヒサ　メグミ","16500","","1681182",""
"2025","12","26","12","19","23","0001602","振込手数料","145","","1681037",""
"2025","12","26","12","22","20","0001701","振込 （カ）シンバスイサン　シナガワ　ユキマサ","30623","","1650414",""
"2025","12","26","12","22","20","0001702","振込手数料","145","","1650269",""
"2025","12","26","12","23","32","0001801","振込 カ）トウキヨウサエキ","75259","","1575010",""
"2025","12","26","12","23","32","0001802","振込手数料","145","","1574865",""
"2025","12","26","12","25","3","0001901","振込 ニホンシヨツケン（カ","32832","","1542033",""
"2025","12","26","12","25","3","0001902","振込手数料","145","","1541888",""
"2025","12","26","12","27","10","0002001","振込 トウソウシヨクニクセンタ－（カ","4351","","1537537",""
"2025","12","26","12","27","10","0002002","振込手数料","145","","1537392",""
"2025","12","26","12","30","11","0002101","振込 カ）フラバ－ダイニング","293353","","1244039",""
"2025","12","26","12","30","11","0002102","振込手数料","145","","1243894",""
"2025","12","26","12","35","28","0002201","振込 カ）　ネツトプロテクシヨンズ","120501","","1123393",""
"2025","12","26","12","35","28","0002202","振込手数料","145","","1123248",""
"2025","12","26","12","36","41","0002301","振込 フジワラ　ヨシアキ","9601","","1113647",""
"2025","12","26","12","36","41","0002302","振込手数料","145","","1113502",""
"2025","12","26","12","38","41","0002401","振込 ユ）タイラヨウシユテン","46427","","1067075",""
"2025","12","26","12","38","41","0002402","振込手数料","145","","1066930",""
"2025","12","26","12","39","28","0002501","振込 （ユ）シイナカンキヨウセイビ　シイナ　シユウイチ","13200","","1053730",""
"2025","12","26","12","39","28","0002502","振込手数料","145","","1053585",""
"2025","12","29","11","25","42","0000101","振込 カ）ナメガタシロハトフア－ム","830234","","223351",""
"2025","12","29","11","25","42","0000102","振込手数料","145","","223206",""
