利用日,利用店名,利用額,取引種類,確定／未確定,内容,領収書添付状況,領収書メモ,最終添付日,利用報告,カード名,カード下4桁,部門,セグメントタグ1,セグメントタグ2,セグメントタグ3,メモタグ,経費科目
2026/3/28,TAIYO もも焼きJAPAN,13937,売上,未確定,,添付済み,酒ビール,2026/3/29,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/28,TAIYO もも焼きJAPAN,812,売上,未確定,,添付済み,食材,2026/3/29,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/28,TAIYO もも焼きJAPAN,3306,売上,未確定,,添付済み,食材,2026/3/29,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/28,TAIYO タコとハイボール神栖横丁,159,売上,未確定,,未添付,,,未申請,タコとハイボール神栖横丁,4188,,,,,,
2026/3/28,TAIYO タコとハイボール神栖横丁,1785,売上,未確定,,未添付,,,未申請,タコとハイボール神栖横丁,4188,,,,,,
2026/3/28,TAIYO 大衆酒場りゅうちゃん,11166,売上,未確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/28,TAIYO 大衆酒場りゅうちゃん,19916,売上,未確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/28,KASUMI FM KASHIMA STADIUM 焼きたて屋コメリパワー鹿島店,967,売上,未確定,,添付済み,,2026/3/30,申請不要,焼きたて屋コメリパワー鹿島店,585,,,,,,
2026/3/28,TAIYO 韓国酒場ハナ,3555,売上,未確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/27,KASUMI KAMISU もも焼きJAPAN,846,売上,未確定,,添付済み,食材,2026/3/29,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/27,タイヨーオークビレッジ店 タコとハイボール神栖横丁,1479,売上,確定,,未添付,,,未申請,タコとハイボール神栖横丁,4188,,,,,,
2026/3/27,KASUMI FSLIFEGARDENKAMISU 大衆酒場りゅうちゃん,8445,売上,未確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/27,セイミヤ佐原牧野店 さわら十三里屋リアルカード,891,売上,確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026/3/27,MONOTARO.COM ビルメン事業部,9227,売上,未確定,,未添付,,,申請不要,ビルメン事業部,321,,,,,,
2026/3/27,ﾗｸﾃﾝﾄﾗﾍﾞﾙ ｺｸﾅｲｼｭｸﾊｸ ビルメン事業部,17850,売上,確定,,未添付,,,申請不要,ビルメン事業部,321,,,,,,
2026/3/27,タイヨーオークビレッジ店 韓国酒場ハナ,1956,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/26,ベストリカー鹿島店 もも焼きJAPAN,8010,売上,確定,,添付済み,食材ビール,2026/3/26,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/26,タイヨーオークビレッジ店 もも焼きJAPAN,6460,売上,確定,,添付済み,食材,2026/3/26,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/26,GIYOUMUSU-PA-KAMISUTEN 大衆酒場りゅうちゃん,6474,売上,未確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/26,タイヨーオークビレッジ店 大衆酒場りゅうちゃん,12975,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/26,ＡＭＡＺＯＮ．ＣＯ．ＪＰ さわら十三里屋リアルカード,3251,売上,確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026/3/26,タイヨー神栖店 韓国酒場ハナ,2295,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/25,ｴｽﾋﾞ-ｼｮｸﾋﾝｺｳｼｷﾗｸﾃﾝ(ﾗｸﾃﾝ もも焼きJAPAN,3695,売上,確定,,添付済み,食材,2026/3/26,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/25,ｺﾄﾔ               (ﾗｸﾃﾝ もも焼きJAPAN,16848,売上,確定,,添付済み,食材,2026/3/26,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/25,道の駅　まくらがの里こが もも焼きJAPAN,4696,売上,確定,,添付済み,食材,2026/3/26,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/24,タイヨーオークビレッジ店 もも焼きJAPAN,4706,売上,確定,,添付済み,食材,2026/3/26,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/24,ＤＣＭ 焼きたて屋コメリパワー鹿島店,4026,売上,確定,,添付済み,,2026/3/30,申請不要,焼きたて屋コメリパワー鹿島店,585,,,,,,
2026/3/23,ビッグハウス鹿嶋店 もも焼きJAPAN,4420,売上,確定,,添付済み,食材,2026/3/24,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/23,タイヨー神栖店 タコとハイボール神栖横丁,1111,売上,確定,,未添付,,,未申請,タコとハイボール神栖横丁,4188,,,,,,
2026/3/23,ベストリカー神栖店 タコとハイボール神栖横丁,501,売上,確定,,未添付,,,未申請,タコとハイボール神栖横丁,4188,,,,,,
2026/3/23,タイヨーオークビレッジ店 タコとハイボール神栖横丁,689,売上,確定,,未添付,,,未申請,タコとハイボール神栖横丁,4188,,,,,,
2026/3/23,E STORE さわら十三里屋リアルカード,26167,売上,未確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026/3/23,ｴﾈｵｽ-ｴｽｴｽ 鳥害対策課,4590,売上,確定,,未添付,,,申請不要,鳥害対策課,819,,,,,,
2026/3/23,タイヨー神栖店 韓国酒場ハナ,1685,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/22,タイヨーオークビレッジ店 もも焼きJAPAN,8054,売上,確定,,添付済み,食材,2026/3/23,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/22,タイヨーオークビレッジ店 タコとハイボール神栖横丁,629,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/22,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,10214,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/22,ｱﾎﾟﾛｽﾃ-ｼﾖﾝ 鳥害対策課,6641,売上,確定,,未添付,,,申請不要,鳥害対策課,819,,,,,,
2026/3/22,ワークマン ビルメン事業部,4180,売上,確定,,未添付,,,申請不要,ビルメン事業部,321,,,,,,
2026/3/21,タイヨーオークビレッジ店 タコとハイボール神栖横丁,1864,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/21,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 大衆酒場りゅうちゃん,2760,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/21,タイヨー神栖店 大衆酒場りゅうちゃん,11870,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/21,ベストリカー神栖店 大衆酒場りゅうちゃん,11800,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/21,タイヨーオークビレッジ店 韓国酒場ハナ,4979,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/20,ダゾーン・ジャパン・インベストメントゴウ 神栖横丁,3200,売上,確定,,未添付,,,申請不要,神栖横丁,8772,,,,,,
2026/3/20,ビッグハウス鹿嶋店 もも焼きJAPAN,5759,売上,確定,,添付済み,食材,2026/3/21,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/20,ベストリカー鹿島店 もも焼きJAPAN,8090,売上,確定,,添付済み,酒,2026/3/21,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/20,タイヨー神栖店 タコとハイボール神栖横丁,2298,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/20,ベストリカー神栖店 タコとハイボール神栖横丁,159,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/20,ベストリカー神栖店 タコとハイボール神栖横丁,2728,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/20,ｾﾘｱ ﾗｲﾌｶﾞ-ﾃﾞﾝｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,2200,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/20,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,8235,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/20,タイヨー神栖店 韓国酒場ハナ,4843,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/20,ベストリカー神栖店 韓国酒場ハナ,1010,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/20,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,2123,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/20,クスリのアオキ　平泉店 韓国酒場ハナ,437,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/19,ベストリカー鹿島店 もも焼きJAPAN,1632,売上,確定,,添付済み,食材,2026/3/20,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/19,タイヨーオークビレッジ店 大衆酒場りゅうちゃん,12988,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/19,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,1121,売上,確定,,添付済み,,2026/3/30,申請不要,焼きたて屋コメリパワー鹿島店,585,,,,,,
2026/3/19,E STORE さわら十三里屋リアルカード,6492,売上,未確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026/3/19,ＭＥＧＡドン・キホーテＵＮＹ佐原東店＊ さわら十三里屋リアルカード,859,売上,確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026/3/19,印刷通販プリントパック 鳥害対策課,2100,売上,確定,,未添付,,,申請不要,鳥害対策課,819,,,,,,
2026/3/19,ＭｏｎｏｔａＲＯ．ｃｏｍ ビルメン事業部,14076,売上,確定,,未添付,,,申請不要,ビルメン事業部,321,,,,,,
2026/3/19,ｶﾝｺｸﾌﾘ-ﾏ-         (ﾗｸﾃﾝ 韓国酒場ハナ,2180,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/19,タイヨー神栖店 韓国酒場ハナ,2474,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/18,道の駅いたこ　直売所 もも焼きJAPAN,4230,売上,確定,,添付済み,食材,2026/3/19,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/18,明利酒類株式会社　別春館 もも焼きJAPAN,5910,売上,確定,,添付済み,酒,2026/3/19,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/18,ＤＣＭ 大衆酒場りゅうちゃん,1531,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/17,タイヨーオークビレッジ店 もも焼きJAPAN,3082,売上,確定,,添付済み,食材,2026/3/18,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/17,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,1430,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/17,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,766,売上,確定,,添付済み,,2026/3/30,申請不要,焼きたて屋コメリパワー鹿島店,585,,,,,,
2026/3/17,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 神栖横丁2,4299,売上,確定,,未添付,,,申請不要,神栖横丁2,3870,,,,,,
2026/3/17,ＡＭＡＺＯＮ．ＣＯ．ＪＰ さわら十三里屋リアルカード,1512,売上,確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026/3/17,セリア　カスミ神栖店 韓国酒場ハナ,220,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/16,リカー＆フーズひしや もも焼きJAPAN,3960,売上,確定,,添付済み,酒,2026/3/18,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/16,タイヨー神栖店 タコとハイボール神栖横丁,257,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/16,タイヨー神栖店 タコとハイボール神栖横丁,1520,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/16,ベストリカー神栖店 タコとハイボール神栖横丁,159,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/16,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ タコとハイボール神栖横丁,946,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/16,タイヨー神栖店 大衆酒場りゅうちゃん,13448,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/16,ドコモご利用料金　０３月ご利用分 さわら十三里屋,3303,売上,確定,,未添付,,,申請不要,さわら十三里屋,538,,,,,,
2026/3/16,ワークマン 鳥害対策課,2940,売上,確定,,未添付,,,申請不要,鳥害対策課,819,,,,,,
2026/3/16,タイヨー神栖店 韓国酒場ハナ,1819,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/15,タイヨーオークビレッジ店 もも焼きJAPAN,3088,売上,確定,,添付済み,食材,2026/3/16,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/15,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,9785,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/15,コダマインリョウ 大衆酒場りゅうちゃん,12096,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/15,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,2034,売上,確定,,添付済み,,2026/3/16,申請不要,焼きたて屋コメリパワー鹿島店,585,,,,,,
2026/3/15,Ａｍａｚｏｎプライム会費 神栖横丁2,600,売上,確定,,未添付,,,申請不要,神栖横丁2,3870,,,,,,
2026/3/15,ＭＥＧＡドン・キホーテＵＮＹ佐原東店＊ 韓国酒場ハナ,2395,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/14,ビッグハウス鹿嶋店 もも焼きJAPAN,8260,売上,確定,,添付済み,食材,2026/3/15,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/14,タイヨーオークビレッジ店 タコとハイボール神栖横丁,2198,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/14,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,1300,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/14,Ａｍａｚｏｎプライム会費 韓国酒場ハナ,600,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/13,ビッグハウス鹿嶋店 もも焼きJAPAN,3567,売上,確定,,添付済み,食材,2026/3/14,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/13,タイヨー神栖店 タコとハイボール神栖横丁,2452,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/13,ベストリカー神栖店 タコとハイボール神栖横丁,159,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/13,タイヨーオークビレッジ店 大衆酒場りゅうちゃん,4442,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/13,ＤＣＭ／ＮＦＣ 神栖横丁2,860,売上,確定,,未添付,,,申請不要,神栖横丁2,3870,,,,,,
2026/3/13,タイヨー神栖店 韓国酒場ハナ,2094,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/13,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,382,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/12,道の駅いたこ　直売所 もも焼きJAPAN,1170,売上,確定,,添付済み,,2026/3/13,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/12,タイヨーオークビレッジ店 もも焼きJAPAN,3890,売上,確定,,添付済み,食材,2026/3/13,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/12,タイヨー神栖店 大衆酒場りゅうちゃん,9658,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/12,ベストリカー神栖店 大衆酒場りゅうちゃん,11597,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/12,ウエルシア神栖平泉店 大衆酒場りゅうちゃん,7139,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/12,コーナン　船橋花輪インター店 鳥害対策課,654,売上,確定,,未添付,,,申請不要,鳥害対策課,819,,,,,,
2026/3/12,三井のリパーク船橋本町第１５ 鳥害対策課,1300,売上,確定,,未添付,,,申請不要,鳥害対策課,819,,,,,,
2026/3/12,タイヨー神栖店 韓国酒場ハナ,567,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/11,ﾒｶﾞｽﾎﾟ-ﾂﾗｸﾃﾝｲﾁﾊﾞﾃﾝ(ﾗｸﾃﾝ もも焼きJAPAN,4950,売上,確定,,添付済み,資材網,2026/3/15,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/10,ビッグハウス鹿嶋店 もも焼きJAPAN,4054,売上,確定,,添付済み,食材,2026/3/12,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/10,ベストリカー鹿島店 もも焼きJAPAN,20911,売上,確定,,添付済み,食材,2026/3/12,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/10,タイヨー神栖店 タコとハイボール神栖横丁,425,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/10,YAKITATEYAKASHIMATEN 焼きたて屋コメリパワー鹿島店,-750,返金,未確定,,添付不要,,,申請不要,焼きたて屋コメリパワー鹿島店,585,,,,,,
2026/3/10,YAKITATEYAKASHIMATEN 焼きたて屋コメリパワー鹿島店,750,売上,未確定,,添付不要,,,申請不要,焼きたて屋コメリパワー鹿島店,585,,,,,,
2026/3/10,シモジマオンラインショップ さわら十三里屋リアルカード,5327,売上,確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026/3/10,ベストリカー神栖店 韓国酒場ハナ,1010,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/10,タイヨー神栖店 韓国酒場ハナ,252,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/9,道の駅いたこ　直売所 もも焼きJAPAN,1610,売上,確定,,添付済み,食材,2026/3/10,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/9,タイヨーオークビレッジ店 もも焼きJAPAN,2023,売上,確定,,添付済み,食材,2026/3/10,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/9,タイヨーオークビレッジ店 タコとハイボール神栖横丁,1799,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/9,コメリＰＷ鹿嶋店１０１３ タコとハイボール神栖横丁,1244,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/8,ｺﾄﾔ               (ﾗｸﾃﾝ もも焼きJAPAN,20736,売上,確定,,添付済み,食材,2026/3/10,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/8,タイヨーオークビレッジ店 もも焼きJAPAN,4251,売上,確定,,添付済み,食材 / 食材,2026/3/9,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/8,タイヨーオークビレッジ店 タコとハイボール神栖横丁,1316,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/8,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,1532,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/8,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,11647,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/8,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,2460,売上,確定,,添付済み,,2026/3/16,申請不要,焼きたて屋コメリパワー鹿島店,585,,,,,,
2026/3/8,ＡＭＡＺＯＮ．ＣＯ．ＪＰ さわら十三里屋リアルカード,933,売上,確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026/3/7,ビッグハウス鹿嶋店 もも焼きJAPAN,3560,売上,確定,,添付済み,食材,2026/3/8,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/7,タイヨーオークビレッジ店 大衆酒場りゅうちゃん,16124,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/7,ｶﾝｺｸｼｮｸﾋﾝｺｽﾒﾗｸﾃﾝｲﾁ(ﾗｸﾃﾝ 韓国酒場ハナ,2250,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/7,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,788,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/7,タイヨーオークビレッジ店 韓国酒場ハナ,1868,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/6,ｽﾐﾔﾀｸﾐﾗｸﾃﾝｲﾁﾊﾞﾃﾝ  (ﾗｸﾃﾝ もも焼きJAPAN,4840,売上,確定,,添付済み,資材炭,2026/3/10,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/6,タイヨーオークビレッジ店 もも焼きJAPAN,5310,売上,確定,,添付済み,食材,2026/3/7,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/6,タイヨーオークビレッジ店 もも焼きJAPAN,237,売上,確定,,添付済み,食材,2026/3/7,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/6,タイヨー神栖店 タコとハイボール神栖横丁,2134,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/6,ベストリカー神栖店 タコとハイボール神栖横丁,373,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/6,タイヨーオークビレッジ店 タコとハイボール神栖横丁,449,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/6,ＵＳＥＮ　ご利用料 さわら十三里屋,2728,売上,確定,,未添付,,,申請不要,さわら十三里屋,538,,,,,,
2026/3/6,印刷通販プリントパック さわら十三里屋,2020,売上,確定,,未添付,,,申請不要,さわら十三里屋,538,,,,,,
2026/3/6,１９７４マツモトキヨシ佐原北店 さわら十三里屋リアルカード,790,売上,確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026/3/6,タイヨー神栖店 韓国酒場ハナ,1771,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/5,道の駅いたこ　直売所 もも焼きJAPAN,1840,売上,確定,,添付済み,食材,2026/3/6,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/5,タイヨー神栖店 タコとハイボール神栖横丁,638,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/5,タイヨー神栖店 韓国酒場ハナ,2884,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655,,,,,,
2026/3/4,ﾓｷﾞﾘﾎﾞﾝﾄﾞﾔﾏｻﾞｷ    (ﾗｸﾃﾝ 鳥害対策課,59000,売上,確定,,未添付,,,申請不要,鳥害対策課,819,,,,,,
2026/3/3,ビッグハウス鹿嶋店 もも焼きJAPAN,2232,売上,確定,,添付済み,食材,2026/3/4,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/3,タイヨーオークビレッジ店 大衆酒場りゅうちゃん,12090,売上,確定,,添付済み,,2026/4/1,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026/3/3,ＭｏｎｏｔａＲＯ．ｃｏｍ ビルメン事業部,26285,売上,確定,,未添付,,,申請不要,ビルメン事業部,321,,,,,,
2026/3/3,ﾗｸﾃﾝﾄﾗﾍﾞﾙ ｺｸﾅｲｼｭｸﾊｸ ビルメン事業部,16814,売上,確定,,未添付,,,申請不要,ビルメン事業部,321,,,,,,
2026/3/2,ベストリカー鹿島店 もも焼きJAPAN,6974,売上,確定,,添付済み,酒　ビール,2026/3/3,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/2,タイヨーオークビレッジ店 もも焼きJAPAN,3434,売上,確定,,添付済み,食材,2026/3/3,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/2,ベストリカー神栖店 もも焼きJAPAN,1782,売上,確定,,添付済み,食材,2026/3/3,申請不要,もも焼きJAPAN,207,,,,,,
2026/3/2,ベストリカー神栖店 タコとハイボール神栖横丁,1067,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/2,タイヨーオークビレッジ店 タコとハイボール神栖横丁,449,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188,,,,,,
2026/3/2,ＡＭＡＺＯＮ．ＣＯ．ＪＰ さわら十三里屋,2495,売上,確定,,未添付,,,申請不要,さわら十三里屋,538,,,,,,
