利用日,利用店名,利用額,取引種類,確定／未確定,内容,領収書添付状況,領収書メモ,最終添付日,利用報告,カード名,カード下4桁,部門,セグメントタグ1,セグメントタグ2,セグメントタグ3,メモタグ,経費科目
2026-04-25,ｲｲﾓﾝﾗｸﾃﾝｲﾁﾊﾞﾃﾝ    (ﾗｸﾃﾝ もも焼きJAPAN,3290,売上,確定,"",添付済み,食材,2026-04-27,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-25,ビッグハウス鹿嶋店 もも焼きJAPAN,3777,売上,確定,"",添付済み,食材,2026-04-26,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-25,セイミヤ神栖店 大衆酒場りゅうちゃん,7126,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-25,印刷通販プリントパック さわら十三里屋,2490,売上,確定,"",未添付,,"",申請不要,さわら十三里屋,0538,,,,,,
2026-04-25,印刷通販プリントパック さわら十三里屋,2580,売上,確定,"",未添付,,"",申請不要,さわら十三里屋,0538,,,,,,
2026-04-24,タイヨーオークビレッジ店 もも焼きJAPAN,10905,売上,確定,"",添付済み,食材,2026-04-25,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-24,タイヨー神栖店 タコとハイボール神栖横丁,1859,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-24,ベストリカー神栖店 タコとハイボール神栖横丁,1140,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-24,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,2860,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-24,タイヨー神栖店 大衆酒場りゅうちゃん,11520,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-24,ベストリカー神栖店 大衆酒場りゅうちゃん,5781,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-24,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 神栖横丁2,1480,売上,確定,"",未添付,,"",申請不要,神栖横丁2,3870,,,,,,
2026-04-24,AMAZON CO JP ビルメン事業部,11913,売上,未確定,"",未添付,,"",申請不要,ビルメン事業部,0321,,,,,,
2026-04-24,タイヨー神栖店 韓国酒場ハナ,1582,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-24,ベストリカー神栖店 韓国酒場ハナ,254,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-23,さえき　知手店 もも焼きJAPAN,6256,売上,確定,"",添付済み,食材,2026-04-24,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-23,タイヨー神栖店 タコとハイボール神栖横丁,463,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-23,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,13643,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-23,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶｼﾏﾃﾝ 焼きたて屋コメリパワー鹿島店,2125,売上,確定,"",添付済み,,2026-04-30,申請不要,焼きたて屋コメリパワー鹿島店,0585,,,,,,
2026-04-23,ＭｏｎｏｔａＲＯ．ｃｏｍ さわら十三里屋リアルカード,2085,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026-04-23,セイミヤ佐原牧野店 さわら十三里屋リアルカード,912,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026-04-23,ﾗｸﾃﾝﾄﾗﾍﾞﾙ ｺｸﾅｲｼｭｸﾊｸ ビルメン事業部,27040,売上,確定,"",未添付,,"",申請不要,ビルメン事業部,0321,,,,,,
2026-04-23,タイヨー神栖店 韓国酒場ハナ,2502,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-23,タイヨー神栖店 韓国酒場ハナ,798,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-23,ベストリカー神栖店 韓国酒場ハナ,384,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-22,松蔵屋 もも焼きJAPAN,3960,売上,確定,"",添付済み,酒,2026-04-23,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-22,ワークマン 鳥害対策課,21760,売上,確定,"",未添付,,"",申請不要,鳥害対策課,0819,,,,,,
2026-04-22,ｾﾘｱ ﾗｲﾌｶﾞ-ﾃﾞﾝｶﾐｽﾃﾝ 韓国酒場ハナ,220,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-21,ＭＥＧＡドン・キホーテ神栖店 もも焼きJAPAN,5698,売上,確定,"",添付済み,酒,2026-04-21,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-21,ベストリカー鹿島店 もも焼きJAPAN,9194,売上,確定,"",添付済み,食材,2026-04-23,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-21,カスミ　ＦＭ神栖 タコとハイボール神栖横丁,529,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-21,ＤＣＭ／ＮＦＣ 神栖横丁2,987,売上,確定,"",未添付,,"",申請不要,神栖横丁2,3870,,,,,,
2026-04-21,ＭｏｎｏｔａＲＯ．ｃｏｍ ビルメン事業部,3076,売上,確定,"",未添付,,"",申請不要,ビルメン事業部,0321,,,,,,
2026-04-20,ダゾーン・ジャパン・インベストメントゴウ 神栖横丁,3200,売上,確定,"",未添付,,"",申請不要,神栖横丁,8772,,,,,,
2026-04-20,タイヨーオークビレッジ店 もも焼きJAPAN,9124,売上,確定,"",添付済み,食材,2026-04-21,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-20,タイヨー神栖店 タコとハイボール神栖横丁,1324,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-20,ベストリカー神栖店 タコとハイボール神栖横丁,2887,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-20,タイヨー神栖店 韓国酒場ハナ,965,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-20,ベストリカー神栖店 韓国酒場ハナ,1639,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-19,ｺﾄﾔ               (ﾗｸﾃﾝ もも焼きJAPAN,16632,売上,確定,"",添付済み,食材,2026-04-20,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-19,ビッグハウス鹿嶋店 もも焼きJAPAN,1902,売上,確定,"",添付済み,食材,2026-04-20,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-19,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,1716,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-19,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,7326,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-19,とんかつまい泉Ｐａｓａｒ守谷 鳥害対策課,2660,売上,確定,"",未添付,,"",申請不要,鳥害対策課,0819,,,,,,
2026-04-19,ﾌｧﾐﾘ-ﾌ-ｽﾞﾎﾝﾃﾝ     (ﾗｸﾃﾝ 韓国酒場ハナ,3550,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-18,タイヨーオークビレッジ店 もも焼きJAPAN,4933,売上,確定,"",添付済み,食材,2026-04-19,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-18,タイヨー神栖店 タコとハイボール神栖横丁,1195,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-18,タイヨー神栖店 大衆酒場りゅうちゃん,9528,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-18,ベストリカー神栖店 大衆酒場りゅうちゃん,19466,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-18,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,933,売上,確定,"",添付済み,,2026-04-30,申請不要,焼きたて屋コメリパワー鹿島店,0585,,,,,,
2026-04-18,ｶ)ﾐﾔｺ さわら十三里屋リアルカード,16500,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026-04-18,ＤＣＭ／ＮＦＣ 鳥害対策課,1476,売上,確定,"",未添付,,"",申請不要,鳥害対策課,0819,,,,,,
2026-04-18,餃子の王将　野田店 鳥害対策課,2277,売上,確定,"",未添付,,"",申請不要,鳥害対策課,0819,,,,,,
2026-04-18,タイヨー神栖店 韓国酒場ハナ,2020,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-17,ｴｷｼｺ-ｽﾄｲﾝﾀ-ﾈｯﾄｽ   (ﾗｸﾃﾝ もも焼きJAPAN,3275,売上,確定,"",添付済み,食材,2026-04-17,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-17,ｽﾐﾔﾀｸﾐﾗｸﾃﾝｲﾁﾊﾞﾃﾝ  (ﾗｸﾃﾝ もも焼きJAPAN,4840,売上,確定,"",添付済み,資材炭,2026-04-17,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-17,ﾀﾕﾀｳ              (ﾗｸﾃﾝ もも焼きJAPAN,5940,売上,確定,"",添付済み,制服,2026-04-17,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-17,タイヨー神栖店 タコとハイボール神栖横丁,1294,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-17,ベストリカー神栖店 タコとハイボール神栖横丁,159,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-17,ＡＭＡＺＯＮ．ＣＯ．ＪＰ さわら十三里屋,2633,売上,確定,"",未添付,,"",申請不要,さわら十三里屋,0538,,,,,,
2026-04-17,ＭｏｎｏｔａＲＯ．ｃｏｍ ビルメン事業部,3188,売上,確定,"",未添付,,"",申請不要,ビルメン事業部,0321,,,,,,
2026-04-17,タイヨー神栖店 韓国酒場ハナ,1593,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-17,ベストリカー神栖店 韓国酒場ハナ,127,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-16,酒蔵やまなか もも焼きJAPAN,11553,売上,確定,"",添付済み,食材,2026-04-17,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-16,タイヨーオークビレッジ店 もも焼きJAPAN,7639,売上,確定,"",添付済み,食材 / 食材,2026-04-17,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-16,クスリのアオキ　平泉東店 もも焼きJAPAN,673,売上,確定,"",添付済み,食材,2026-04-17,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-16,酒蔵やまなか タコとハイボール神栖横丁,7700,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-16,タイヨーオークビレッジ店 タコとハイボール神栖横丁,523,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-16,タイヨー神栖店 タコとハイボール神栖横丁,741,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-16,ｾﾘｱ ﾗｲﾌｶﾞ-ﾃﾞﾝｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,2970,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-16,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,10083,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-16,コメリＰＷ鹿嶋店１０１３ 焼きたて屋コメリパワー鹿島店,25000,売上,確定,"",添付済み,,2026-04-30,申請不要,焼きたて屋コメリパワー鹿島店,0585,,,,,,
2026-04-16,ドコモご利用料金　０４月ご利用分 さわら十三里屋,3305,売上,確定,"",未添付,,"",申請不要,さわら十三里屋,0538,,,,,,
2026-04-16,ｷﾝｸﾞﾌﾟﾘﾝﾀ-ｽﾞ さわら十三里屋,3740,売上,確定,"",未添付,,"",申請不要,さわら十三里屋,0538,,,,,,
2026-04-16,ｶﾝｺｸﾌﾘ-ﾏ-         (ﾗｸﾃﾝ 韓国酒場ハナ,2180,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-16,タイヨー神栖店 韓国酒場ハナ,404,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-16,タイヨー神栖店 韓国酒場ハナ,1537,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-16,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,1182,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-15,Ａｍａｚｏｎプライム会費 神栖横丁2,600,売上,確定,"",未添付,,"",申請不要,神栖横丁2,3870,,,,,,
2026-04-14,ウエルシア神栖平泉店 もも焼きJAPAN,1134,売上,確定,"",添付済み,食材,2026-04-16,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-14,タイヨーオークビレッジ店 タコとハイボール神栖横丁,2000,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-14,カスミ　ＦＭ神栖 タコとハイボール神栖横丁,317,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-14,ＤＣＭ さわら十三里屋リアルカード,547,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026-04-14,ＭｏｎｏｔａＲＯ．ｃｏｍ ビルメン事業部,1077,売上,確定,"",未添付,,"",申請不要,ビルメン事業部,0321,,,,,,
2026-04-14,タイヨーオークビレッジ店 韓国酒場ハナ,2284,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-13,タイヨーオークビレッジ店 もも焼きJAPAN,5198,売上,確定,"",添付済み,食材,2026-04-16,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-13,タイヨーオークビレッジ店 タコとハイボール神栖横丁,1106,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-13,タイヨーオークビレッジ店 大衆酒場りゅうちゃん,12237,売上,確定,"",添付済み,,2026-04-15,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-13,ソフトバンクセレクション 焼きたて屋コメリパワー鹿島店,5940,売上,確定,"",未添付,,"",申請不要,焼きたて屋コメリパワー鹿島店,0585,,,,,,
2026-04-13,ＡＭＡＺＯＮ．ＣＯ．ＪＰ ビルメン事業部,8900,売上,確定,"",未添付,,"",申請不要,ビルメン事業部,0321,,,,,,
2026-04-12,ビッグハウス鹿嶋店 もも焼きJAPAN,6062,売上,確定,"",添付済み,食材 / 食材,2026-04-13,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-12,クスリのアオキ　平泉東店 もも焼きJAPAN,378,売上,確定,"",添付済み,食材,2026-04-13,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-12,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,7953,売上,確定,"",添付済み,,2026-04-15,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-12,ＭｏｎｏｔａＲＯ．ｃｏｍ ビルメン事業部,6743,売上,確定,"",未添付,,"",申請不要,ビルメン事業部,0321,,,,,,
2026-04-11,タイヨーオークビレッジ店 もも焼きJAPAN,5833,売上,確定,"",添付済み,食材,2026-04-12,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-11,タイヨー神栖店 タコとハイボール神栖横丁,2996,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-11,ベストリカー神栖店 タコとハイボール神栖横丁,533,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-11,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,8770,売上,確定,"",添付済み,,2026-04-15,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-11,タイヨー神栖店 韓国酒場ハナ,382,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-11,タイヨー神栖店 韓国酒場ハナ,6537,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-11,ベストリカー神栖店 韓国酒場ハナ,1944,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-11,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,900,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-11,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,743,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-10,タイヨーオークビレッジ店 タコとハイボール神栖横丁,1408,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-10,タイヨー神栖店 大衆酒場りゅうちゃん,11593,売上,確定,"",添付済み,,2026-04-15,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-10,セリア　カスミ神栖店 神栖横丁2,1100,売上,確定,"",未添付,,"",申請不要,神栖横丁2,3870,,,,,,
2026-04-10,ＤＣＭ／ＮＦＣ 神栖横丁2,7895,売上,確定,"",未添付,,"",申請不要,神栖横丁2,3870,,,,,,
2026-04-10,ＤＣＭ／ＮＦＣ 神栖横丁2,250,売上,確定,"",未添付,,"",申請不要,神栖横丁2,3870,,,,,,
2026-04-10,ＭｏｎｏｔａＲＯ．ｃｏｍ さわら十三里屋リアルカード,2085,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026-04-09,ベストリカー鹿島店 もも焼きJAPAN,31797,売上,確定,"",添付済み,酒　ビール,2026-04-10,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-09,タイヨーオークビレッジ店 もも焼きJAPAN,6812,売上,確定,"",添付済み,食材 / 食材,2026-04-10,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-09,タイヨー神栖店 タコとハイボール神栖横丁,704,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-09,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,9552,売上,確定,"",添付済み,,2026-04-15,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-09,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 神栖横丁2,4968,売上,確定,"",未添付,,"",申請不要,神栖横丁2,3870,,,,,,
2026-04-09,セイミヤ佐原牧野店 さわら十三里屋リアルカード,912,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026-04-09,タイヨー神栖店 韓国酒場ハナ,2627,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-08,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 神栖横丁,15800,売上,確定,"",未添付,,"",申請不要,神栖横丁,8772,,,,,,
2026-04-08,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,1731,売上,確定,"",添付済み,,2026-04-30,申請不要,焼きたて屋コメリパワー鹿島店,0585,,,,,,
2026-04-08,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 神栖横丁2,8274,売上,確定,"",未添付,,"",申請不要,神栖横丁2,3870,,,,,,
2026-04-08,ｴﾈｵｽ-ｴｽｴｽ 鳥害対策課,1200,売上,確定,"",未添付,,"",申請不要,鳥害対策課,0819,,,,,,
2026-04-07,タイヨー神栖店 タコとハイボール神栖横丁,988,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-07,ベストリカー神栖店 タコとハイボール神栖横丁,319,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-07,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,8274,売上,確定,"",添付済み,,2026-04-15,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-07,ＵＳＥＮ　ご利用料 さわら十三里屋,2728,売上,確定,"",未添付,,"",申請不要,さわら十三里屋,0538,,,,,,
2026-04-07,ＡＭＡＺＯＮ．ＣＯ．ＪＰ さわら十三里屋リアルカード,2268,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2026-04-07,ｶﾝｺｸﾌﾘ-ﾏ-         (ﾗｸﾃﾝ 韓国酒場ハナ,2880,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-07,タイヨー神栖店 韓国酒場ハナ,1016,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-07,タイヨー神栖店 韓国酒場ハナ,4809,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-07,ベストリカー神栖店 韓国酒場ハナ,4503,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2026-04-06,タイヨーオークビレッジ店 もも焼きJAPAN,3155,売上,確定,"",未添付,,"",申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-06,ＭｏｎｏｔａＲＯ．ｃｏｍ ビルメン事業部,70378,売上,確定,"",未添付,,"",申請不要,ビルメン事業部,0321,,,,,,
2026-04-06,ＭｏｎｏｔａＲＯ．ｃｏｍ ビルメン事業部,5168,売上,確定,"",未添付,,"",申請不要,ビルメン事業部,0321,,,,,,
2026-04-06,ワークマン ビルメン事業部,5800,売上,確定,"",未添付,,"",申請不要,ビルメン事業部,0321,,,,,,
2026-04-06,ワークマン ビルメン事業部,2900,売上,確定,"",未添付,,"",申請不要,ビルメン事業部,0321,,,,,,
2026-04-05,ｺﾄﾔ               (ﾗｸﾃﾝ もも焼きJAPAN,18792,売上,確定,"",未添付,,"",申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-05,さえき　知手店 もも焼きJAPAN,5287,売上,確定,"",添付済み,食材,2026-04-06,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-05,タイヨーオークビレッジ店 タコとハイボール神栖横丁,338,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-05,セイミヤ神栖店 大衆酒場りゅうちゃん,8151,売上,確定,"",添付済み,,2026-04-15,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-05,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 神栖横丁2,1480,売上,確定,"",未添付,,"",申請不要,神栖横丁2,3870,,,,,,
2026-04-04,リカー＆フーズひしや もも焼きJAPAN,8250,売上,確定,"",添付済み,酒,2026-04-05,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-04,酒の松本 もも焼きJAPAN,2189,売上,確定,"",添付済み,酒,2026-04-05,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-04,タイヨーオークビレッジ店 もも焼きJAPAN,9291,売上,確定,"",添付済み,食材,2026-04-05,申請不要,もも焼きJAPAN,0207,,,,,,
2026-04-04,タイヨー神栖店 タコとハイボール神栖横丁,1554,売上,確定,"",未添付,,"",未申請,タコとハイボール神栖横丁,4188,,,,,,
2026-04-04,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,4786,売上,確定,"",添付済み,,2026-04-15,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2026-04-04,ｵ-ﾙﾈｼｮｯﾌﾟ         (ﾗｸﾃﾝ 韓国酒場ハナ,860,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
