利用日,利用店名,利用額,取引種類,確定／未確定,内容,領収書添付状況,領収書メモ,最終添付日,利用報告,カード名,カード下4桁,部門,セグメントタグ1,セグメントタグ2,セグメントタグ3,メモタグ,経費科目
2025-11-27,タイヨー神栖店 韓国酒場ハナ,1908,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-27,タイヨーオークビレッジ店 大衆酒場りゅうちゃん,17302,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-26,ｻﾝﾜｵﾝﾗｲﾝｼｮｯﾌﾟ     (ﾗｸﾃﾝ さわら十三里屋リアルカード,3800,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2025-11-26,ﾒﾆｭ-ﾌﾞｯｸﾉﾀﾂｼﾞﾝ    (ﾗｸﾃﾝ さわら十三里屋リアルカード,5170,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2025-11-25,印刷通販プリントパック 焼きたて屋コメリパワー鹿島店,2020,売上,確定,"",未添付,,"",申請不要,焼きたて屋コメリパワー鹿島店,0585,,,,,,
2025-11-25,カスミ　ＦＭ神栖 大衆酒場りゅうちゃん,7710,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-25,セリア　カスミ神栖店 大衆酒場りゅうちゃん,1540,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-24,ミトエクセル もも焼きJAPAN,85503,売上,確定,"",添付済み,酒,2025-11-25,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-24,ミトエクセル もも焼きJAPAN,3960,売上,確定,"",添付済み,酒,2025-11-25,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-24,ＭＥＧＡドン・キホーテＵＮＹ佐原東店＊ 韓国酒場ハナ,859,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-23,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,1377,売上,確定,"",添付済み,,2025-12-01,申請不要,焼きたて屋コメリパワー鹿島店,0585,,,,,,
2025-11-23,ベストリカー鹿島店 もも焼きJAPAN,9614,売上,確定,"",添付済み,食材,2025-11-24,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-23,タイヨーオークビレッジ店 もも焼きJAPAN,6314,売上,確定,"",添付済み,食材,2025-11-24,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-23,セイミヤ佐原牧野店 さわら十三里屋リアルカード,3848,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2025-11-23,タイヨー神栖店 タコとハイボール神栖横丁,1484,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-23,タイヨー神栖店 韓国酒場ハナ,1267,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-23,ベストリカー神栖店 タコとハイボール神栖横丁,1088,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-23,ベストリカー神栖店 韓国酒場ハナ,3188,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-23,カスミ　ＦＭ神栖 大衆酒場りゅうちゃん,7216,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-22,藤原ストア もも焼きJAPAN,7600,売上,確定,"",添付済み,,2025-11-29,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-22,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,1643,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-22,ケーズデンキ 大衆酒場りゅうちゃん,3427,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-22,タイヨー神栖店 韓国酒場ハナ,2233,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-22,タイヨーオークビレッジ店 タコとハイボール神栖横丁,1543,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-22,ベストリカー神栖店 韓国酒場ハナ,192,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-22,カスミ　ＦＭ神栖 大衆酒場りゅうちゃん,7230,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-21,タイヨーオークビレッジ店 もも焼きJAPAN,6787,売上,確定,"",添付済み,食材 / 食材,2025-11-22,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-21,ヤックスドラッグ もも焼きJAPAN,427,売上,確定,"",添付済み,食材,2025-11-22,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-21,ダイソー／ＮＦＣ 韓国酒場ハナ,1100,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-21,タイヨーオークビレッジ店 タコとハイボール神栖横丁,429,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-21,タイヨーオークビレッジ店 韓国酒場ハナ,4065,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-21,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,12483,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-21,ＭＥＧＡドン・キホーテ神栖店 大衆酒場りゅうちゃん,5087,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-20,ﾀﾞｿﾞｰﾝ･ｼﾞｬﾊﾟﾝ･ｲﾝﾍﾞｽﾄﾒﾝﾄ 神栖横丁,4180,売上,確定,"",未添付,,"",申請不要,神栖横丁,8772,,,,,,
2025-11-20,セイミヤ佐原牧野店 さわら十三里屋リアルカード,1914,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2025-11-20,セイミヤ神栖店 大衆酒場りゅうちゃん,9412,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-18,タイヨーオークビレッジ店 もも焼きJAPAN,8254,売上,確定,"",添付済み,食材,2025-11-21,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-18,タイヨー神栖店 韓国酒場ハナ,2353,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-18,Canva* 04704-25453074 神栖横丁,8300,売上,確定,"",未添付,,"",申請不要,神栖横丁,8772,,,,,,
2025-11-17,ＭｏｎｏｔａＲＯ．ｃｏｍ ビルメン事業部,10003,売上,確定,"",未添付,,"",申請不要,ビルメン事業部,0321,,,,,,
2025-11-17,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,9194,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-17,ダイソー タコとハイボール神栖横丁,110,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-17,タイヨーオークビレッジ店 タコとハイボール神栖横丁,1593,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-16,ドコモご利用料金　１１月ご利用分 さわら十三里屋,3304,売上,確定,"",未添付,,"",申請不要,さわら十三里屋,0538,,,,,,
2025-11-16,タイヨー神栖店 韓国酒場ハナ,2759,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-16,カスミ　ＦＭ神栖 大衆酒場りゅうちゃん,11650,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-15,タイヨーオークビレッジ店 もも焼きJAPAN,14978,売上,確定,"",添付済み,食材 / 食材,2025-11-16,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-15,タイヨーオークビレッジ店 もも焼きJAPAN,429,売上,確定,"",添付済み,食材,2025-11-16,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-15,カスミ　ＦＭ神栖 大衆酒場りゅうちゃん,8059,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-15,ｴﾈｵｽ-ｴｽｴｽ 鳥害対策課,2343,売上,確定,"",未添付,,"",申請不要,鳥害対策課,0819,,,,,,
2025-11-14,Ａｍａｚｏｎプライム会費 韓国酒場ハナ,600,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-14,タイヨー神栖店 韓国酒場ハナ,622,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-14,タイヨー神栖店 タコとハイボール神栖横丁,3051,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-14,ベストリカー神栖店 タコとハイボール神栖横丁,1099,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-14,ベストリカー神栖店 韓国酒場ハナ,1010,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-14,セイミヤ神栖店 大衆酒場りゅうちゃん,11038,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-14,ＭＥＧＡドン・キホーテＵＮＹ佐原東店＊ さわら十三里屋リアルカード,855,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2025-11-13,タイヨーオークビレッジ店 もも焼きJAPAN,24096,売上,確定,"",添付済み,食材 / 食材,2025-11-16,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-13,タイヨー神栖店 韓国酒場ハナ,3843,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-13,ベストリカー神栖店 韓国酒場ハナ,319,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-13,カスミ　ＦＭ神栖 大衆酒場りゅうちゃん,16252,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-12,ｾﾘｱ ﾗｲﾌｶﾞ-ﾃﾞﾝｶﾐｽﾃﾝ 韓国酒場ハナ,440,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-12,ｻｹﾉﾏﾂﾓﾄ もも焼きJAPAN,8989,売上,確定,"",添付済み,酒,2025-11-16,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-10,ＵＳＥＮ　ご利用料 さわら十三里屋,2728,売上,確定,"",未添付,,"",申請不要,さわら十三里屋,0538,,,,,,
2025-11-10,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,8645,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-10,タイヨーオークビレッジ店 もも焼きJAPAN,5917,売上,確定,"",添付済み,食材 / 食材,2025-11-11,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-09,ダイソー タコとハイボール神栖横丁,220,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-09,タイヨーオークビレッジ店 タコとハイボール神栖横丁,3994,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-09,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,6177,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-09,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,10360,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-08,ﾁｭｳﾎﾞｳｷｷﾄﾃﾝﾎﾟﾖｳﾋﾝﾃ(ﾗｸﾃﾝ もも焼きJAPAN,14500,売上,確定,"",添付済み,資材,2025-11-10,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-08,タイヨーオークビレッジ店 もも焼きJAPAN,14403,売上,確定,"",添付済み,食材,2025-11-09,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-08,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,1393,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-08,タイヨー神栖店 韓国酒場ハナ,2076,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-07,ｽﾐﾔﾀｸﾐﾗｸﾃﾝｲﾁﾊﾞﾃﾝ  (ﾗｸﾃﾝ もも焼きJAPAN,4620,売上,確定,"",添付済み,資材すみ,2025-11-10,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-07,ﾜﾉﾖｳﾌｸﾄｴﾌﾟﾛﾝﾉｵﾐｾﾌﾜ(ﾗｸﾃﾝ もも焼きJAPAN,4950,売上,確定,"",添付済み,制服,2025-11-10,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-07,タイヨー神栖店 韓国酒場ハナ,2580,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-07,タイヨー神栖店 タコとハイボール神栖横丁,2890,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-07,ベストリカー神栖店 タコとハイボール神栖横丁,3339,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-07,印刷通販プリントパック 神栖横丁,4780,売上,確定,"",未添付,,"",申請不要,神栖横丁,8772,,,,,,
2025-11-06,ﾗｸﾃﾝﾋﾞｯｸﾋﾞｯｸｶﾒﾗﾗｸﾃ(ﾗｸﾃﾝ もも焼きJAPAN,4980,売上,確定,"",添付済み,資材,2025-11-09,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-06,ワークマン 鳥害対策課,2880,売上,確定,"",未添付,,"",申請不要,鳥害対策課,0819,,,,,,
2025-11-06,ﾐﾁﾉｴｷﾀｺｱｼﾞｻｲｶﾝ もも焼きJAPAN,2850,売上,確定,"",添付済み,食材,2025-11-08,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-06,タイヨーオークビレッジ店 もも焼きJAPAN,7647,売上,確定,"",添付済み,食材,2025-11-08,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-06,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶｼﾏﾃﾝ 焼きたて屋コメリパワー鹿島店,2376,売上,確定,"",添付済み,,2025-11-06,申請不要,焼きたて屋コメリパワー鹿島店,0585,,,,,,
2025-11-06,ヤマダ電機 焼きたて屋コメリパワー鹿島店,5104,売上,確定,"",添付済み,,2025-11-06,申請不要,焼きたて屋コメリパワー鹿島店,0585,,,,,,
2025-11-06,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,1481,売上,確定,"",添付済み,,2025-11-06,申請不要,焼きたて屋コメリパワー鹿島店,0585,,,,,,
2025-11-06,タイヨーオークビレッジ店 大衆酒場りゅうちゃん,17310,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-06,タイヨー神栖店 韓国酒場ハナ,2131,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-06,ベストリカー神栖店 韓国酒場ハナ,3498,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-06,ｴﾈｵｽ-ｴｽｴｽ 鳥害対策課,6391,売上,確定,"",未添付,,"",申請不要,鳥害対策課,0819,,,,,,
2025-11-05,ﾁｭｳﾎﾞｳｷｷﾄﾃﾝﾎﾟﾖｳﾋﾝﾃ(ﾗｸﾃﾝ もも焼きJAPAN,15240,売上,確定,"",添付済み,資材,2025-11-05,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-05,ｻｶｸﾞﾗﾔﾏﾅｶ 大衆酒場りゅうちゃん,228542,売上,確定,"",未添付,,"",申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-05,ビッグハウス　鹿嶋店 もも焼きJAPAN,655,売上,確定,"",添付済み,食材,2025-11-05,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-05,ＤＣＭ／ＮＦＣ さわら十三里屋リアルカード,1974,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2025-11-04,ｶﾝﾄﾝﾏ-ｹｯﾄ         (ﾗｸﾃﾝ 韓国酒場ハナ,4590,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-04,カスミ　ＦＭ神栖 もも焼きJAPAN,1404,売上,確定,"",添付済み,食材,2025-11-05,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-04,セイミヤ神栖店 大衆酒場りゅうちゃん,5186,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-04,セイミヤ佐原牧野店 さわら十三里屋リアルカード,1073,売上,確定,"",未添付,,"",申請不要,さわら十三里屋リアルカード,9782,,,,,,
2025-11-03,タイヨーオークビレッジ店 もも焼きJAPAN,7668,売上,確定,"",添付済み,食材,2025-11-05,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-03,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,6521,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-02,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,3602,売上,確定,"",添付済み,,2025-11-06,申請不要,焼きたて屋コメリパワー鹿島店,0585,,,,,,
2025-11-02,Ａｍａｚｏｎプライム会費 さわら十三里屋,13500,売上,確定,"",未添付,,"",申請不要,さわら十三里屋,0538,,,,,,
2025-11-02,ベストリカー鹿島店 もも焼きJAPAN,16510,売上,確定,"",添付済み,酒,2025-11-05,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-02,タイヨーオークビレッジ店 もも焼きJAPAN,4315,売上,確定,"",添付済み,食材,2025-11-03,申請不要,もも焼きJAPAN,0207,,,,,,
2025-11-02,タイヨーオークビレッジ店 タコとハイボール神栖横丁,1198,売上,確定,"",未添付,,"",申請不要,タコとハイボール神栖横丁,4188,,,,,,
2025-11-02,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,4188,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-02,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,14257,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-11-02,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,892,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-02,ＭＥＧＡドン・キホーテ神栖店 韓国酒場ハナ,1940,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-01,ＬＩＮＥ公式アカウント 神栖横丁,5500,売上,確定,"",未添付,,"",申請不要,神栖横丁,8772,,,,,,
2025-11-01,タイヨー神栖店 韓国酒場ハナ,2553,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-01,セリア　カスミ神栖店 韓国酒場ハナ,660,売上,確定,"",未添付,,"",未申請,韓国酒場ハナ,7655,,,,,,
2025-11-01,ベストリカー神栖店 大衆酒場りゅうちゃん,23558,売上,確定,"",添付済み,,2025-12-01,申請不要,大衆酒場りゅうちゃん,2739,,,,,,
2025-10-31,ダスキン　ご利用料金（定期サービス） さわら十三里屋,2340,売上,確定,"",未添付,,"",申請不要,さわら十三里屋,0538,,,,,,
